,0,1,2,3
745,2,0,0,0
746,2,0,0,0
747,2,0,0,0
748,1,0,0,0
749,3,0,0,0
750,2,0,0,0
751,4,0,0,0
752,2,0,0,0
753,2,0,0,0
754,4,0,0,0
755,2,0,0,0
756,3,0,0,0
757,2,0,0,0
758,6,0,0,0
759,1,0,0,0
760,2,0,0,0
761,2,0,0,0
762,2,0,0,0
763,1,0,0,0
764,2,0,0,0
765,3,0,1,0
766,2,0,0,0
767,3,0,0,0
768,3,0,0,0
769,2,0,0,0
770,2,0,0,0
771,2,0,0,0
772,2,0,0,0
773,5,0,0,0
774,2,0,0,0
775,2,0,0,0
776,2,0,0,0
777,5,1,0,0
778,2,0,1,0
779,4,0,1,0
780,10,0,0,1
781,2,0,0,0
782,2,0,0,0
783,3,0,0,0
784,1,0,0,0
785,2,0,0,0
786,1,0,0,0
787,3,0,0,0
788,1,0,0,0
789,2,0,0,0
790,3,0,0,0
791,3,0,0,0
792,3,0,0,0
793,2,0,0,0
794,3,0,0,0
795,3,0,0,0
796,1,0,0,0
797,1,0,0,0
798,2,0,0,0
799,1,0,0,0
800,2,0,0,0
801,1,0,0,0
802,2,0,0,0
803,2,0,0,0
804,1,0,0,0
805,1,0,0,0
806,2,0,0,0
807,3,0,0,0
808,4,0,0,0
809,2,0,0,0
810,2,0,0,0
811,2,0,0,0
812,2,0,0,0
813,2,0,0,0
814,3,0,0,0
815,2,0,0,0
816,2,0,0,0
817,2,0,0,0
818,3,0,0,0
819,2,0,0,0
820,3,0,0,0
821,2,0,0,0
822,3,0,0,0
823,2,0,0,0
824,1,0,0,0
825,2,0,0,0
826,1,0,0,0
827,3,0,0,0
828,5,0,0,0
829,1,0,0,0
830,2,0,0,0
831,2,0,0,0
832,2,0,0,0
833,2,0,0,0
834,2,0,0,0
835,2,0,0,0
836,2,0,0,0
837,3,0,0,0
838,2,0,0,0
839,2,0,0,0
840,2,0,0,0
841,2,0,0,0
842,2,0,0,0
843,4,0,0,0
844,2,0,0,0
845,2,0,0,0
846,2,0,0,0
847,2,0,0,0
848,2,0,0,0
849,7,0,0,0
850,3,1,0,0
851,1,0,1,0
852,2,0,0,0
853,1,0,0,0
854,1,0,0,0
855,3,0,0,0
856,3,0,1,0
857,1,0,0,0
858,1,0,0,0
859,1,0,0,0
860,1,0,0,0
861,1,0,0,0
862,1,0,0,0
863,3,0,0,0
864,4,0,0,1
865,3,0,0,0
866,3,0,0,0
867,3,0,0,0
868,1,0,0,0
869,1,0,0,0
870,1,0,0,0
871,4,0,0,0
872,2,0,0,0
873,8,0,1,0
874,1,0,0,0
875,2,0,0,0
876,6,0,0,1
877,1,0,0,0
878,2,0,0,0
879,2,0,0,0
880,2,0,0,0
881,1,0,0,0
882,2,0,0,0
883,2,0,0,0
884,2,0,0,0
885,3,0,0,0
886,3,0,0,0
887,2,0,0,0
888,3,0,0,1
889,1,0,0,0
890,4,0,0,1
891,2,0,0,0
892,7,1,0,0
893,1,0,0,0
894,2,0,0,0
895,2,0,0,0
896,2,0,0,0
897,2,0,0,0
898,2,0,0,0
899,2,0,0,0
900,2,0,0,0
901,2,0,0,0
902,2,0,0,0
903,2,0,0,0
904,1,0,0,0
905,2,0,0,0
906,2,0,0,0
907,5,0,0,1
908,3,0,1,0
909,1,0,0,0
910,3,0,0,0
911,1,0,0,0
912,3,0,0,0
913,4,0,0,0
914,1,0,0,0
915,3,0,0,0
916,9,0,1,1
917,3,0,0,0
918,3,1,0,0
919,1,0,0,0
920,1,0,0,0
921,3,0,0,0
922,3,0,0,0
923,3,0,0,0
924,1,0,0,0
925,1,0,0,0
926,6,0,0,0
927,3,0,0,0
928,1,0,0,0
929,3,0,0,0
930,2,0,0,0
931,2,0,0,0
932,3,0,0,0
933,5,0,0,0
934,1,0,0,0
935,2,0,0,0
936,1,0,0,0
937,3,0,0,0
938,3,0,0,0
939,2,0,0,0
940,2,0,0,0
941,2,0,0,0
942,3,0,0,0
943,1,0,0,0
944,3,0,0,0
945,1,0,0,0
946,2,0,0,0
947,2,0,0,0
948,4,0,0,0
949,2,0,0,0
950,5,0,0,0
951,2,0,0,0
952,4,0,0,0
953,2,0,0,0
954,2,0,0,0
955,2,0,0,0
956,1,0,0,0
957,2,0,0,0
958,2,0,0,0
959,1,0,0,0
960,1,1,0,0
961,1,0,0,0
962,2,0,0,0
963,1,0,0,0
964,1,0,0,0
965,2,0,0,0
966,1,0,0,0
967,3,0,0,0
968,2,0,0,0
969,2,0,0,0
970,3,0,0,0
971,2,0,0,0
972,1,0,0,0
973,3,0,0,0
974,2,0,0,0
975,1,0,0,0
976,2,0,0,0
977,2,0,0,0
978,1,0,0,0
979,2,0,0,0
980,2,0,0,0
981,3,0,0,0
982,2,0,0,0
983,1,0,0,0
984,2,0,0,0
985,1,0,0,0
986,1,0,0,0
987,4,1,0,0
988,4,0,0,0
989,2,0,0,0
990,3,0,0,0
991,2,0,0,0
992,2,0,0,0
993,1,0,0,0
994,1,1,0,0
995,1,0,0,0
996,1,0,0,0
997,2,0,0,0
998,3,0,0,0
999,1,0,0,0
1000,4,0,0,0
1001,3,0,0,0
1002,2,0,0,0
1003,4,0,0,1
1004,2,0,0,0
1005,2,0,0,0
1006,1,0,0,0
1007,1,0,0,0
1008,1,0,0,0
1009,2,0,0,0
1010,1,0,0,0
1011,2,0,0,0
1012,2,0,0,0
1013,2,0,0,0
1014,2,0,0,0
1015,0,0,1,0
1016,2,0,0,0
1017,3,0,0,0
1018,2,0,0,0
1019,2,0,0,1
1020,1,0,0,0
1021,2,0,0,0
1022,1,0,0,0
1023,2,0,0,0
1024,2,0,0,0
1025,2,0,0,0
1026,2,0,0,0
1027,2,0,0,0
1028,7,0,1,0
1029,2,0,0,0
1030,3,0,0,0
1031,3,0,0,0
1032,3,0,0,0
1033,2,0,0,0
1034,3,0,0,0
1035,3,0,0,0
1036,6,0,0,0
1037,1,0,1,0
1038,2,0,0,0
1039,2,0,0,0
1040,3,1,0,0
1041,1,0,0,0
1042,3,0,0,0
1043,3,0,0,0
1044,3,0,0,0
1045,3,0,0,0
1046,1,0,0,0
1047,1,0,0,0
1048,1,0,0,0
1049,1,0,0,0
1050,1,0,0,0
1051,1,0,0,0
1052,3,0,0,0
1053,1,0,0,0
1054,1,0,0,0
1055,1,0,0,0
1056,3,0,0,0
1057,2,0,0,0
1058,1,0,0,0
1059,1,0,0,0
1060,1,0,0,0
1061,4,0,0,0
1062,2,0,0,0
1063,2,0,0,0
1064,2,0,0,0
1065,2,0,0,0
1066,3,0,1,0
1067,2,0,0,0
1068,8,0,0,0
1069,4,0,0,0
1070,1,0,0,0
1071,2,0,0,0
1072,2,0,0,0
1073,2,0,0,0
1074,1,0,0,0
1075,2,0,0,0
1076,2,0,0,0
1077,1,0,0,0
1078,2,0,0,0
1079,2,0,1,1
1080,2,0,0,0
1081,2,0,0,0
1082,6,0,1,1
1083,2,0,0,0
1084,1,0,0,0
1085,3,0,1,0
1086,2,0,0,0
1087,1,0,0,0
1088,2,0,0,0
1089,2,0,0,0
1090,10,0,2,1
1091,2,0,0,0
1092,2,0,0,0
1093,2,0,0,0
1094,2,0,0,0
1095,2,0,0,0
1096,3,0,0,0
1097,4,0,0,0
1098,5,0,0,0
1099,3,1,0,0
1100,3,1,0,0
1101,3,0,0,0
1102,3,0,0,0
1103,2,0,0,0
1104,2,0,0,0
1105,1,0,0,0
1106,3,0,0,0
1107,2,0,0,0
1108,2,0,0,0
1109,2,0,0,0
1110,4,0,0,0
1111,3,0,0,0
1112,2,0,0,0
1113,5,0,0,0
1114,2,0,0,0
1115,2,0,0,0
1116,2,0,0,0
1117,2,0,0,0
1118,3,0,0,0
1119,2,0,0,0
1120,2,0,0,0
1121,2,0,0,0
1122,2,0,0,0
1123,2,0,0,0
1124,1,0,0,0
1125,3,0,0,0
1126,3,0,0,0
1127,2,0,0,0
1128,1,0,0,0
1129,2,0,0,0
1130,2,0,0,0
1131,2,0,0,0
1132,2,0,0,0
1133,2,0,0,0
1134,2,0,0,0
1135,2,0,0,0
1136,2,0,0,0
1137,2,0,0,0
1138,3,0,0,0
1139,4,0,0,0
1140,3,0,0,0
1141,3,0,0,0
1142,2,0,0,0
1143,2,0,0,0
1144,2,0,0,0
1145,3,0,0,0
1146,1,0,0,0
1147,1,0,0,0
1148,7,0,0,0
1149,3,0,0,0
1150,5,0,0,0
1151,3,0,0,0
1152,3,0,0,0
1153,2,0,0,0
1154,2,0,0,0
1155,5,0,0,0
1156,2,0,0,0
1157,7,0,0,0
1158,1,0,0,0
1159,2,0,0,0
1160,2,0,0,0
1161,2,0,0,0
1162,1,0,0,0
1163,2,0,0,0
1164,2,0,0,0
1165,4,0,0,0
1166,2,0,0,0
1167,2,0,0,0
1168,1,0,0,0
1169,2,0,0,0
1170,2,0,0,0
1171,2,0,0,0
1172,2,0,0,0
1173,2,0,0,0
1174,2,0,0,0
1175,2,0,0,0
1176,2,0,0,0
1177,2,0,0,0
1178,1,0,0,0
1179,2,0,0,0
1180,6,0,0,0
1181,1,0,0,0
1182,3,0,0,0
1183,2,0,0,0
1184,3,0,0,0
1185,3,0,0,0
1186,3,0,0,0
1187,3,0,0,0
1188,2,0,0,0
1189,2,0,0,0
1190,2,0,0,0
1191,10,0,1,1
1192,8,0,1,0
1193,2,0,0,0
1194,3,0,0,0
1195,1,0,0,0
1196,1,0,0,0
1197,3,0,0,0
1198,2,0,0,0
1199,5,0,0,0
1200,2,0,0,0
1201,2,0,0,0
1202,3,0,0,0
1203,1,0,0,0
1204,4,0,0,1
1205,3,0,0,0
1206,3,0,0,0
1207,7,1,0,1
1208,2,0,0,0
1209,2,0,0,0
1210,8,1,1,1
1211,6,1,0,1
1212,2,0,0,0
1213,2,0,0,0
1214,2,0,0,0
1215,2,0,0,0
1216,2,0,0,0
1217,2,0,0,0
1218,2,0,0,0
1219,2,0,0,0
1220,2,0,0,0
1221,2,0,0,0
1222,2,0,1,0
1223,2,0,0,0
1224,3,0,0,0
1225,2,0,0,0
1226,1,0,0,0
1227,2,0,0,0
1228,3,0,0,0
1229,2,0,1,0
1230,3,0,0,0
1231,2,0,0,0
1232,2,0,0,0
1233,3,0,0,0
1234,2,0,0,0
1235,2,0,0,0
1236,3,0,0,0
1237,1,0,0,0
1238,3,0,1,0
1239,3,0,1,0
1240,2,0,0,0
1241,2,0,0,0
1242,3,0,0,0
1243,2,0,0,0
1244,3,0,0,0
1245,2,0,0,0
1246,2,0,0,0
1247,8,0,0,2
1248,2,0,1,0
1249,2,0,1,0
1250,2,0,0,0
1251,2,0,0,0
1252,2,0,0,0
1253,2,0,0,0
1254,1,0,0,0
1255,2,0,0,0
1256,2,0,0,0
1257,3,0,0,0
1258,3,0,0,0
1259,3,0,0,0
1260,1,0,0,0
1261,2,0,0,0
1262,3,0,0,0
1263,4,0,0,0
1264,3,0,0,0
1265,1,0,0,0
1266,1,0,0,0
1267,1,0,0,0
1268,2,0,0,0
1269,1,0,0,0
1270,1,0,0,0
1271,3,0,0,0
1272,4,0,0,0
1273,1,0,0,0
1274,1,0,0,0
1275,1,0,0,0
1276,2,0,0,0
1277,2,0,0,0
1278,4,0,0,0
1279,2,0,0,0
1280,2,0,0,0
1281,3,0,0,0
1282,4,1,0,0
1283,2,0,0,0
1284,2,0,0,0
1285,2,0,0,0
1286,1,0,0,0
1287,3,1,1,0
1288,4,0,0,0
1289,2,0,0,0
1290,6,1,0,1
1291,9,1,0,0
1292,3,0,0,0
1293,3,0,0,0
1294,2,0,0,0
1295,2,0,0,0
1296,2,0,0,0
1297,1,0,0,0
1298,1,0,0,0
1299,1,0,0,0
1300,1,0,0,0
1301,1,1,0,0
1302,1,0,0,0
1303,1,0,0,0
1304,1,0,0,0
1305,1,0,0,0
1306,1,0,0,0
1307,3,0,0,0
1308,4,1,0,0
1309,1,0,0,0
1310,1,0,0,0
1311,1,1,0,0
1312,2,0,0,0
1313,3,0,0,0
1314,1,0,0,0
1315,1,0,0,0
1316,3,0,0,0
1317,3,0,0,0
1318,1,0,0,0
1319,1,1,0,0
1320,3,1,0,0
1321,3,0,0,0
1322,1,0,0,0
1323,1,0,0,0
1324,1,0,0,0
1325,1,0,0,0
1326,1,0,0,0
1327,1,1,0,0
1328,1,0,0,0
1329,1,0,0,0
1330,1,0,0,0
1331,1,0,0,0
1332,1,0,0,0
1333,1,0,0,0
1334,1,0,0,0
1335,1,0,0,0
1336,1,1,0,0
1337,1,0,0,0
1338,1,0,0,0
1339,1,0,0,0
1340,1,0,0,0
1341,1,0,0,0
1342,1,0,0,0
1343,2,0,0,0
1344,1,0,0,0
1345,1,0,0,0
1346,1,0,0,0
1347,1,0,0,0
1348,1,0,0,0
1349,1,0,0,0
1350,3,0,0,0
1351,1,0,0,0
1352,1,0,0,0
1353,1,0,0,0
1354,1,0,0,0
1355,3,1,0,0
1356,1,0,0,0
1357,1,0,0,0
1358,1,1,0,0
1359,1,0,0,0
1360,1,0,0,0
1361,3,0,0,0
